DATA;Row Heading;Column Heading
20;конструктивный элемент | обечайка распределительной камеры;температура, с
300;конструктивный элемент | обечайка распределительной камеры;механические характеристики | сигма_т, мпа
470;конструктивный элемент | обечайка распределительной камеры;механические характеристики | сигма_в, мпа
196;конструктивный элемент | обечайка распределительной камеры;допускаемое напряжение, мпа
200;конструктивный элемент | обечайка кососимметричная;температура, с
247;конструктивный элемент | обечайка кососимметричная;механические характеристики | сигма_т, мпа
439;конструктивный элемент | обечайка кососимметричная;механические характеристики | сигма_в, мпа
165;конструктивный элемент | обечайка кососимметричная;допускаемое напряжение, мпа
250;конструктивный элемент | днище эллиптическое;температура, с
243;конструктивный элемент | днище эллиптическое;механические характеристики | сигма_т, мпа
444;конструктивный элемент | днище эллиптическое;механические характеристики | сигма_в, мпа
162;конструктивный элемент | днище эллиптическое;допускаемое напряжение, мпа
сталь 20;конструктивный элемент | фланцы;материал
200;конструктивный элемент | фланцы;температура, с
204;конструктивный элемент | фланцы;механические характеристики | сигма_т, мпа
460;конструктивный элемент | фланцы;механические характеристики | сигма_в, мпа
136;конструктивный элемент | фланцы;допускаемое напряжение, мпа
сталь 20;конструктивный элемент | патрубки;материал
250;конструктивный элемент | патрубки;температура, с
198;конструктивный элемент | патрубки;механические характеристики | сигма_т, мпа
460;конструктивный элемент | патрубки;механические характеристики | сигма_в, мпа
132;конструктивный элемент | патрубки;допускаемое напряжение, мпа
сталь 10;конструктивный элемент | u образная труба;материал
250;конструктивный элемент | u образная труба;температура, с
168;конструктивный элемент | u образная труба;механические характеристики | сигма_т, мпа
400;конструктивный элемент | u образная труба;механические характеристики | сигма_в, мпа
112;конструктивный элемент | u образная труба;допускаемое напряжение, мпа
16гс;конструктивный элемент | обечайка распределительной камеры;материал
16гс;конструктивный элемент | обечайка кососимметричная;материал
16гс;конструктивный элемент | днище эллиптическое;материал
гост 1;конструктивный элемент | обечайка распределительной камеры;механические характеристики | гост или протокол
гост 1;конструктивный элемент | обечайка кососимметричная;механические характеристики | гост или протокол
гост 1;конструктивный элемент | днище эллиптическое;механические характеристики | гост или протокол
гост 1;конструктивный элемент | фланцы;механические характеристики | гост или протокол
гост 1;конструктивный элемент | патрубки;механические характеристики | гост или протокол
гост 1;конструктивный элемент | u образная труба;механические характеристики | гост или протокол
